Name	WER	Truth	Hypothesis	Insertions	Deletions	Substitutions
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002287-00000095.wav	0.045454545454545456	简 单 地 说 这 相 当 于 惠 普 把 消 费 领 域 市 场 拱 手 相 让 了	简   单   的   说   这   相   当   于   惠   普   把   消   费   领   域   市   场   拱   手   相   让   了	0	0	1
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002287-00000099.wav	0.18181818181818182	可 是 对 另 外 两 台 音 调 失 准 怪 声 怪 气 的 琴 他 束 手 窝 策	嗯   可   是   对   另   外   两   台   音   调   湿   疹   怪   声   怪   气   的   琴   他   束   手   倭   策	1	0	3
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002290-00000102.wav	0.09523809523809523	说 说 你 们 在 京 藏 高 速 怀 安 段 堵 车 现 场 看 到 的 情 况	呃   说   说   你   们   在   京   藏   高   速   淮   安   段   堵   车   现   场   看   到   的   情   况	1	0	1
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002290-00000011.wav	0.06666666666666667	自 动 驾 驶 将 大 幅 提 升 出 行 安 全 效 率	呃   自   动   驾   驶   将   大   幅   提   升   出   行   安   全   效   率	1	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002298-00000016.wav	0.0	共 同 建 设 面 向 未 来 的 交 通 和 出 行 服 务 新 生 态	共   同   建   设   面   向   未   来   的   交   通   和   出   行   服   务   新   生   态	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002298-00000019.wav	0.0	我 们 将 为 全 球 城 市 的 可 持 续 发 展 贡 献 力 量	我   们   将   为   全   球   城   市   的   可   持   续   发   展   贡   献   力   量	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002309-00000033.wav	0.0625	目 前 中 国 互 联 网 国 际 化 还 在 开 拓 阶 段	哦   目   前   中   国   互   联   网   国   际   化   还   在   开   拓   阶   段	1	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002309-00000011.wav	0.0	自 动 驾 驶 将 大 幅 提 升 出 行 安 全 效 率	自   动   驾   驶   将   大   幅   提   升   出   行   安   全   效   率	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002334-00000041.wav	0.0	经 济 发 展 是 城 市 高 效 宜 居 发 展 的 基 石	经   济   发   展   是   城   市   高   效   宜   居   发   展   的   基   石	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002334-00000043.wav	0.0	经 济 发 展 的 不 平 不 充 分 问 题 日 益 突 出	经   济   发   展   的   不   平   不   充   分   问   题   日   益   突   出	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002352-00000005.wav	0.0	女 性 可 以 成 为 成 功 的 科 学 家 工 程 师 和 程 序 员	女   性   可   以   成   为   成   功   的   科   学   家   工   程   师   和   程   序   员	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002352-00000049.wav	0.0	互 联 网 已 经 成 为 一 种 解 决 方 案 的 应 用 层	互   联   网   已   经   成   为   一   种   解   决   方   案   的   应   用   层	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002394-00000006.wav	0.0	只 有 当 科 技 为 本 地 社 群 创 造 价 值 的 时 候 才 真 正 有 意 义	只   有   当   科   技   为   本   地   社   群   创   造   价   值   的   时   候   才   真   正   有   意   义	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002394-00000011.wav	0.8666666666666667	自 动 驾 驶 将 大 幅 提 升 出 行 安 全 效 率	自   动   铅	0	12	1
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002430-00000053.wav	0.0	媒 体 迅 速 把 丰 田 的 颓 势 与 日 本 衰 落 挂 钩	媒   体   迅   速   把   丰   田   的   颓   势   与   日   本   衰   落   挂   钩	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002430-00000015.wav	0.0625	目 前 共 享 出 行 市 场 处 于 高 速 增 长 阶 段	啊   目   前   共   享   出   行   市   场   处   于   高   速   增   长   阶   段	1	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002481-00000044.wav	0.0	北 京 在 出 行 规 模 城 市 影 响 力 方 面 表 现 优 异	北   京   在   出   行   规   模   城   市   影   响   力   方   面   表   现   优   异	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002481-00000105.wav	0.09090909090909091	就 在 营 救 进 行 的 同 时 楼 下 却 不 断 地 发 出 欢 呼 起 哄 声	啊   就   在   营   救   进   行   的   同   时   楼   下   却   不   断   的   发   出   欢   呼   起   哄   声	1	0	1
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002508-00000049.wav	0.0	互 联 网 已 经 成 为 一 种 解 决 方 案 的 应 用 层	互   联   网   已   经   成   为   一   种   解   决   方   案   的   应   用   层	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002508-00000062.wav	0.0	值 班 警 长 陈 真 和 同 事 立 即 赶 往 事 发 地 工 商 银 行	值   班   警   长   陈   真   和   同   事   立   即   赶   往   事   发   地   工   商   银   行	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002526-00000044.wav	0.0	北 京 在 出 行 规 模 城 市 影 响 力 方 面 表 现 优 异	北   京   在   出   行   规   模   城   市   影   响   力   方   面   表   现   优   异	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002526-00000012.wav	1.0	产 业 互 联 网 时 代 面 临 很 多 安 全 挑 战		0	15	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002536-00000011.wav	0.0	自 动 驾 驶 将 大 幅 提 升 出 行 安 全 效 率	自   动   驾   驶   将   大   幅   提   升   出   行   安   全   效   率	0	0	0
/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_50k_v2/seedtts_zh/10002536-00000061.wav	0.0	晃 眼 的 人 民 币 旁 更 多 的 是 生 命 的 无 奈	晃   眼   的   人   民   币   旁   更   多   的   是   生   命   的   无   奈	0	0	0
